date,usd,log,diff,lag
2024-06-24,5.43085,1.6920956594483114,-0.0011999999999998,
2024-06-25,5.3909,1.6847123468632466,-0.0399500000000001,
2024-06-26,5.4522,1.6960191969472194,0.0613000000000001,
2024-06-27,5.5243,1.7091565425445157,0.0720999999999998,
2024-06-28,5.5017,1.705057135388762,-0.0226000000000006,1.6920956594483114
2024-07-01,5.59275,1.7214711161098768,-0.0012000000000007,1.6847123468632466
2024-07-02,5.65655,1.7328141657336316,0.0638000000000005,1.6960191969472194
2024-07-03,5.6767,1.736370077979852,0.0201500000000001,1.7091565425445157
2024-07-04,5.55765,1.7151753570452826,-0.1190500000000005,1.705057135388762
2024-07-05,5.48865,1.7026823236433295,-0.0689999999999999,1.7214711161098768
2024-07-08,5.4756,1.70030185873922,0.0155000000000002,1.7328141657336316
2024-07-09,5.4719,1.699625905299461,-0.0037000000000002,1.736370077979852
2024-07-10,5.4185,1.6898190243809128,-0.0533999999999998,1.7151753570452826
2024-07-11,5.4162,1.6893944625500272,-0.0022999999999999,1.7026823236433295
2024-07-12,5.4394,1.6936687606673608,0.0232000000000001,1.70030185873922
2024-07-15,5.42675,1.6913404280537343,-0.0023999999999997,1.699625905299461
2024-07-16,5.44855,1.6953495182303586,0.0217999999999998,1.6898190243809128
2024-07-17,5.4259,1.6911837842843809,-0.0226499999999996,1.6893944625500272
2024-07-18,5.4898,1.70289182498536,0.0638999999999994,1.6936687606673608
2024-07-19,5.5447,1.7128425165434102,0.0548999999999999,1.6913404280537343
2024-07-22,5.5778,1.718794433417273,-0.0203500000000005,1.6953495182303586
2024-07-23,5.5722,1.7177899490278803,-0.0056000000000002,1.6911837842843809
2024-07-24,5.5865,1.7203529730052556,0.0143000000000004,1.70289182498536
2024-07-25,5.6551,1.7325577928776923,0.0686,1.7128425165434102
2024-07-26,5.6451,1.7307879122365717,-0.0099999999999997,1.718794433417273
2024-07-29,5.6568,1.7328583613078938,0.0004999999999997,1.7177899490278803
2024-07-30,5.61635,1.7256819867189006,-0.0404499999999998,1.7203529730052556
2024-07-31,5.6124,1.7249784355377038,-0.0039499999999996,1.7325577928776923
2024-08-01,5.6581,1.7330881468129749,0.0457,1.7307879122365717
2024-08-02,5.7521,1.7495650055249257,0.0940000000000003,1.7328583613078938
2024-08-05,5.7283,1.7454188025885349,0.0002500000000003,1.7256819867189006
2024-08-06,5.72315,1.744519353113193,-0.0051499999999995,1.7249784355377038
2024-08-07,5.65675,1.7328495223493,-0.0664000000000006,1.7330881468129749
2024-08-08,5.6373,1.7294052274810794,-0.0194499999999999,1.7495650055249257
2024-08-09,5.5472,1.713293295948622,-0.0900999999999996,1.7454188025885349
2024-08-12,5.50695,1.7060109308855769,-0.0017500000000003,1.744519353113193
2024-08-13,5.49335,1.703538269789196,-0.0135999999999993,1.7328495223493
2024-08-14,5.4574,1.6969724858659323,-0.0359500000000005,1.7294052274810794
2024-08-15,5.47045,1.6993608799605735,0.0130499999999997,1.713293295948622
2024-08-16,5.4863,1.7022540756721014,0.0158500000000003,1.7060109308855769
2024-08-19,5.47245,1.699726413781091,0.0009000000000005,1.703538269789196
2024-08-20,5.4064,1.6875834369778884,-0.0660500000000006,1.6969724858659323
2024-08-21,5.4796,1.7010321055950974,0.0731999999999999,1.6993608799605735
2024-08-22,5.4837,1.701780055608531,0.0041000000000002,1.7022540756721014
2024-08-23,5.5925,1.7214264143821476,0.1088000000000004,1.699726413781091
